Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acetivibrio thermocellus,1515,cellular organisms;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio,113,0.00687009,0.0426831
Salinispora tropica,168695,cellular organisms;Actinomycetota;;Micromonosporales;Micromonosporaceae;Salinispora,1754,0.106638,0.662532
Salmonella enterica subsp. enterica,59201,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Enterobacteriaceae;Salmonella,24,0.00145913,0.00906543
Saprospira grandis,1008,cellular organisms;Bacteroidota;Saprospiria;Saprospirales;Saprospiraceae;Saprospira,167,0.0101531,0.0630803
Sedimenticola thiotaurini,1543721,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Sedimenticola,6,0.000364784,0.00226636
Sediminicola sp.,2511163,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Sediminicola,3,0.000182392,0.00113318
Serinicoccus sp.,1871625,cellular organisms;Actinomycetota;;Micrococcales;Ornithinimicrobiaceae;Serinicoccus,45,0.00273588,0.0169977
Shewanella,22,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,2665,0.162025,1.00664
Shewanella amazonensis,60478,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,14,0.000851162,0.00528817
Shewanella baltica,62322,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,1669,0.101471,0.630425
Shewanella denitrificans,192073,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,56,0.00340465,0.0211527
Shewanella frigidimarina,56812,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,81,0.00492458,0.0305958
Shewanella halifaxensis,271098,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,602,0.0365999,0.227391
Shewanella loihica,359303,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,123,0.00747806,0.0464603
Shewanella pealeana,70864,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,71,0.00431661,0.0268186
Shewanella piezotolerans,404011,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,434,0.026386,0.163933
Shewanella sediminis,271097,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,53,0.00322225,0.0200195
Shewanella sp.,50422,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,230,0.0139834,0.086877
Shewanella violacea,60217,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,38,0.0023103,0.0143536
Shewanella woodyi,60961,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;,87,0.00528936,0.0328622
Siansivirga zeaxanthinifaciens,762954,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Siansivirga,1,6.07973e-05,0.000377726
Simiduia agarivorans,447471,cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia,11,0.00066877,0.00415499
Sphingopyxis alaskensis,117207,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis,5,0.000303986,0.00188863
Sphingopyxis sp.,1908224,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis,2,0.000121595,0.000755452
Spiribacter salinus,1335746,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Spiribacter,2217,0.134788,0.837419
Spiribacter sp.,1930901,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Spiribacter,7350,0.44686,2.77629
Spongiibacter sp.,2024860,cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter,248,0.0150777,0.0936761
Staphylococcus aureus,1280,cellular organisms;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,6,0.000364784,0.00226636
Staphylococcus equorum,246432,cellular organisms;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,43,0.00261428,0.0162422
Staphylococcus warneri,1292,cellular organisms;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus,785,0.0477258,0.296515
Staphylothermus hellenicus,84599,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus,11,0.00066877,0.00415499
Staphylothermus marinus,2280,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus,63,0.00383023,0.0237968
Stappia sp.,1870903,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Stappia,58,0.00352624,0.0219081
Streptococcus agalactiae,1311,cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,9,0.000547175,0.00339954
Streptococcus iniae,1346,cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,239,0.0145305,0.0902766
Streptococcus parauberis,1348,cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,32,0.00194551,0.0120872
Streptococcus pneumoniae,1313,cellular organisms;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,2,0.000121595,0.000755452
Streptomyces pactum,68249,cellular organisms;Actinomycetota;;Kitasatosporales;Streptomycetaceae;Streptomyces,1510,0.0918039,0.570367
Streptomyces sp.,1931,cellular organisms;Actinomycetota;;Kitasatosporales;Streptomycetaceae;Streptomyces,1099,0.0668162,0.415121
Stutzerimonas balearica,74829,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas,194,0.0117947,0.0732789
Stutzerimonas stutzeri CCUG 29243,1196835,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas,30,0.00182392,0.0113318
Stutzerimonas xanthomarina,271420,cellular organisms;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas,11,0.00066877,0.00415499
Sulfitobacter sp.,1903071,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter,68,0.00413421,0.0256854
Sulfobacillus acidophilus,53633,cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus,388,0.0235893,0.146558
Sulfurimonas autotrophica,202747,cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas,8,0.000486378,0.00302181
Sulfurimonas denitrificans,39766,cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas,79,0.00480298,0.0298404
Sulfurovum sp.,1969726,cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum,3664,0.222761,1.38399
Synechococcus,1129,cellular organisms;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;,674,0.0409774,0.254587
Synechococcus sp.,1131,cellular organisms;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;,665,0.0404302,0.251188
Syntrophotalea acetylenica,29542,cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea,85,0.00516777,0.0321067
Syntrophotalea carbinolica,19,cellular organisms;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea,11,0.00066877,0.00415499
Tenacibaculum,104267,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;,1361,0.0827451,0.514085
Tenacibaculum dicentrarchi,669041,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;,205,0.0124634,0.0774339
Tenacibaculum sp.,1906242,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;,118,0.00717408,0.0445717
Teredinibacter turnerae,2426,cellular organisms;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Teredinibacter,488,0.0296691,0.18433
Thalassa,524614,cellular organisms;Arthropoda;Insecta;Coleoptera;Coccinellidae;,185,0.0112475,0.0698794
Thalassolituus oleivorans,187493,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Thalassolituus,3392,0.206224,1.28125
Thalassospira,168934,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;,22,0.00133754,0.00830998
Thalassotalea sp.,1897616,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea,168,0.0102139,0.063458
Thermaerobacter marianensis,73919,cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter,67,0.00407342,0.0253077
Thermoanaerobacter siderophilus,106578,cellular organisms;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter,43,0.00261428,0.0162422
Thermococcus barophilus,55802,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,20,0.00121595,0.00755452
Thermococcus cleftensis,163003,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,10,0.000607973,0.00377726
Thermococcus eurythermalis,1505907,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,97,0.00589733,0.0366394
Thermococcus gammatolerans,187878,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,72,0.0043774,0.0271963
Thermococcus litoralis,2265,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,17,0.00103355,0.00642135
Thermococcus nautili,195522,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,74,0.004499,0.0279517
Thermococcus onnurineus,342948,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,23,0.00139834,0.0086877
Thermococcus sp.,35749,cellular organisms;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus,379,0.0230422,0.143158
Thermodesulfatator indicus,171695,cellular organisms;Thermodesulfobacteriota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfatatoraceae;Thermodesulfatator,2,0.000121595,0.000755452
Thermosediminibacter oceani,291990,cellular organisms;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter,3,0.000182392,0.00113318
Thermosipho melanesiensis,46541,cellular organisms;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho,29,0.00176312,0.0109541
Thermosipho sp. (in: thermotogales),1968895,cellular organisms;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho,2,0.000121595,0.000755452
Thermotoga maritima,2336,cellular organisms;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga,362,0.0220086,0.136737
Thermotoga neapolitana,2337,cellular organisms;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga,48,0.00291827,0.0181309
Thermotoga sp.,28240,cellular organisms;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga,288,0.0175096,0.108785
Thermovibrio ammonificans,228745,cellular organisms;Aquificota;Aquificia;Desulfurobacteriales;Desulfurobacteriaceae;Thermovibrio,3,0.000182392,0.00113318
Thermovirga lienii,336261,cellular organisms;Synergistota;Synergistia;Synergistales;Thermovirgaceae;Thermovirga,1,6.07973e-05,0.000377726
Thiocystis violascens,73141,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis,544,0.0330737,0.205483
Thioflavicoccus mobilis,80679,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thioflavicoccus,17,0.00103355,0.00642135
Thiolapillus brandeum,1076588,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Thiolapillus,277,0.0168408,0.10463
Tistrella mobilis,171437,cellular organisms;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella,1924,0.116974,0.726745
Trichodesmium erythraeum,1206,cellular organisms;Cyanobacteriota;Cyanophyceae;Oscillatoriales;Microcoleaceae;Trichodesmium,2,0.000121595,0.000755452
Tsuneonella dongtanensis,692370,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella,10,0.000607973,0.00377726
Vibrio,662,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,12555,0.76331,4.74235
Vibrio alginolyticus,663,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,316,0.0192119,0.119361
Vibrio anguillarum,55601,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,13385,0.813771,5.05587
Vibrio breoganii,553239,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,51,0.00310066,0.019264
Vibrio cholerae,666,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,1250,0.0759966,0.472158
Vibrio coralliilyticus,190893,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,2933,0.178318,1.10787
Vibrio furnissii,29494,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,50,0.00303986,0.0188863
Vibrio harveyi,669,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,470,0.0285747,0.177531
Vibrio natriegens,691,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,4131,0.251153,1.56039
Vibrio nigripulchritudo,28173,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,919,0.0558727,0.34713
Vibrio parahaemolyticus,670,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,737,0.0448076,0.278384
Vibrio scophthalmi,45658,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,711,0.0432269,0.268563
Vibrio sp.,678,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,994,0.0604325,0.37546
Vibrio tasmaniensis,212663,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,2876,0.174853,1.08634
Vibrio tubiashii,29498,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,371,0.0225558,0.140136
Vibrio vulnificus,672,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;,341,0.0207319,0.128805
Weissella ceti,759620,cellular organisms;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella,8,0.000486378,0.00302181
Wenyingzhuangia fucanilytica,1790137,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Wenyingzhuangia,72,0.0043774,0.0271963
Wenzhouxiangella marina,1579979,cellular organisms;Pseudomonadota;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella,11,0.00066877,0.00415499
Winmispira thermophila,154,cellular organisms;Spirochaetota;Spirochaetia;Winmispirales;Winmispiraceae;Winmispira,1,6.07973e-05,0.000377726
Winogradskyella sp.,1883156,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Winogradskyella,1,6.07973e-05,0.000377726
Woeseia oceani,1548547,cellular organisms;Pseudomonadota;Gammaproteobacteria;Woeseiales;Woeseiaceae;Woeseia,287,0.0174488,0.108407
Yersinia aldovae,29483,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Yersiniaceae;Yersinia,14,0.000851162,0.00528817
Yersinia ruckeri,29486,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Yersiniaceae;Yersinia,18,0.00109435,0.00679907
Zunongwangia profunda,398743,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;;Zunongwangia,76,0.00462059,0.0287072
alpha proteobacterium HIMB5,859653,cellular organisms;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;,22,0.00133754,0.00830998
archaeon,1906665,cellular organisms;;;;;,78,0.00474219,0.0294626
bacterium,1869227,cellular organisms;;;;;,36,0.0021887,0.0135981
endosymbiont of unidentified scaly snail,235591,cellular organisms;Pseudomonadota;Gammaproteobacteria;;;,160,0.00972756,0.0604362
unidentified,32644,unclassified entries;;;;;,6805,0.413725,2.57043
unidentified plasmid,45202,other entries;;;;;,11983,0.728534,4.52629
unidentified virus,1214906,Viruses;;;;;,1130,0.0687009,0.426831
UNKNOWN,UNKNOWN,UNKNOWN,1380069,83.9044,-
